"csv_industry_code","ewb_industry_code","industry_title"
"SIC_0D2531","0D2531","SIC 2531 Public building & related furniture"
"SIC_0D254","0D254","SIC 254 Partitions and Fixtures"
"SIC_0D2541","0D2541","SIC 2541 Wood partitions and fixtures"
"SIC_0D2542","0D2542","SIC 2542 Partitions and fixtures, except wood"
"SIC_0D259","0D259","SIC 259 Miscellaneous Furniture and Fixtures"
"SIC_0D2591","0D2591","SIC 2591 Drapery hardware & blinds & shades"
"SIC_0D2599","0D2599","SIC 2599 Furniture and fixtures, nec"
"SIC_0D26","0D26","SIC 26 Paper and Allied Products"
"SIC_0D261","0D261","SIC 261 Pulp Mills"
"SIC_0D2611","0D2611","SIC 2611 Pulp mills"
"SIC_0D262","0D262","SIC 262 Paper Mills"
"SIC_0D2621","0D2621","SIC 2621 Paper mills"
"SIC_0D263","0D263","SIC 263 Paperboard Mills"
"SIC_0D2631","0D2631","SIC 2631 Paperboard mills"
"SIC_0D264","0D264","1972 SIC 264 Misc. Converted Paper Products"
"SIC_0D2641","0D2641","1972 SIC 2641 Paper Coating and Glazing"
"SIC_0D2642","0D2642","1972 SIC 2642 Envelopes"
"SIC_0D2643","0D2643","1972 SIC 2643 Bags, Except Textile Bags"
"SIC_0D2645","0D2645","1972 SIC 2645 Die-Cut Paper and Board"
"SIC_0D2646","0D2646","1972 SIC 2646 Pressed and Molded Pulp Goods"
"SIC_0D2647","0D2647","1972 SIC 2647 Sanitary Paper Products"
"SIC_0D2648","0D2648","1972 SIC 2648 Stationery Products"
"SIC_0D2649","0D2649","1972 SIC 2649 Converted Paper Products, Nec"
"SIC_0D265","0D265","SIC 265 Paperboard Containers and Boxes"
"SIC_0D2651","0D2651","1972 SIC 2651 Folding Paperboard Boxes"
"SIC_0D2652","0D2652","SIC 2652 Setup paperboard boxes"
"SIC_0D2653","0D2653","SIC 2653 Corrugated and solid fiber boxes"
"SIC_0D2654","0D2654","1972 SIC 2654 Sanitary Food Containers"
"SIC_0D2655","0D2655","SIC 2655 Fiber cans, drums & similar products"
"SIC_0D2656","0D2656","SIC 2656 Sanitary food containers"
"SIC_0D2657","0D2657","SIC 2657 Folding paperboard boxes"
"SIC_0D266","0D266","1972 SIC 266 Building Paper and Board Mills"
"SIC_0D2661","0D2661","1972 SIC 2661 Building Paper and Board Mills"
"SIC_0D267","0D267","SIC 267 Misc. Converted Paper Products"
"SIC_0D2671","0D2671","SIC 2671 Paper coated & laminated, packaging"
"SIC_0D2672","0D2672","SIC 2672 Paper coated and laminated, nec"
"SIC_0D2673","0D2673","SIC 2673 Bags: plastics, laminated, & coated"
"SIC_0D2674","0D2674","SIC 2674 Bags: uncoated paper & multiwall"
"SIC_0D2675","0D2675","SIC 2675 Die-cut paper and board"
"SIC_0D2676","0D2676","SIC 2676 Sanitary paper products"
"SIC_0D2677","0D2677","SIC 2677 Envelopes"
"SIC_0D2678","0D2678","SIC 2678 Stationery products"
"SIC_0D2679","0D2679","SIC 2679 Converted paper products, nec"
"SIC_0D27","0D27","SIC 27 Printing and Publishing"
"SIC_0D271","0D271","SIC 271 Newspapers"
"SIC_0D2711","0D2711","SIC 2711 Newspapers"
"SIC_0D272","0D272","SIC 272 Periodicals"
"SIC_0D2721","0D2721","SIC 2721 Periodicals"
"SIC_0D273","0D273","SIC 273 Books"
"SIC_0D2731","0D2731","SIC 2731 Book publishing"
"SIC_0D2732","0D2732","SIC 2732 Book printing"
"SIC_0D274","0D274","SIC 274 Miscellaneous Publishing"
"SIC_0D2741","0D2741","SIC 2741 Miscellaneous publishing"
"SIC_0D275","0D275","SIC 275 Commercial Printing"
"SIC_0D2751","0D2751","1972 SIC 2751 Commercial Printing, Letterpress"
"SIC_0D2752","0D2752","SIC 2752 Commercial printing, lithographic"
"SIC_0D2753","0D2753","1972 SIC 2753 Engraving and Plate Printing"
"SIC_0D2754","0D2754","SIC 2754 Commercial printing, gravure"
"SIC_0D2759","0D2759","SIC 2759 Commercial printing, nec"
"SIC_0D276","0D276","SIC 276 Manifold Business Forms"
"SIC_0D2761","0D2761","SIC 2761 Manifold business forms"
"SIC_0D277","0D277","SIC 277 Greeting Cards"
"SIC_0D2771","0D2771","SIC 2771 Greeting cards"
"SIC_0D278","0D278","SIC 278 Blankbooks and Bookbinding"
"SIC_0D2782","0D2782","SIC 2782 Blankbooks and looseleaf binders"
"SIC_0D2789","0D2789","SIC 2789 Bookbinding and related work"
"SIC_0D279","0D279","SIC 279 Printing Trade Services"
"SIC_0D2791","0D2791","SIC 2791 Typesetting"
"SIC_0D2793","0D2793","1972 SIC 2793 Photoengraving"
"SIC_0D2794","0D2794","1972 SIC 2794 Electrotyping and Stereotyping"
"SIC_0D2795","0D2795","1972 SIC 2795 Lithographic Platemaking Services"
"SIC_0D2796","0D2796","SIC 2796 Platemaking services"
"SIC_0D28","0D28","SIC 28 Chemicals and Allied Products"
"SIC_0D281","0D281","SIC 281 Industrial Inorganic Chemicals"
"SIC_0D2812","0D2812","SIC 2812 Alkalies and chlorine"
"SIC_0D2813","0D2813","SIC 2813 Industrial gases"
"SIC_0D2816","0D2816","SIC 2816 Inorganic pigments"
"SIC_0D2819","0D2819","SIC 2819 Industrial inorganic chemicals, nec"
"SIC_0D282","0D282","SIC 282 Plastics Materials and Synthetics"
"SIC_0D2821","0D2821","SIC 2821 Plastics materials and resins"
"SIC_0D2822","0D2822","SIC 2822 Synthetic rubber"
"SIC_0D2823","0D2823","SIC 2823 Cellulosic manmade fibers"
"SIC_0D2824","0D2824","SIC 2824 Organic fibers, noncellulosic"
"SIC_0D283","0D283","SIC 283 Drugs"
"SIC_0D2831","0D2831","1972 SIC 2831 Biological Products"
"SIC_0D2833","0D2833","SIC 2833 Medicinals and botanicals"
"SIC_0D2834","0D2834","SIC 2834 Pharmaceutical preparations"
"SIC_0D2835","0D2835","SIC 2835 Diagnostic substances"
"SIC_0D2836","0D2836","SIC 2836 Biological products exc. diagnostic"
"SIC_0D284","0D284","SIC 284 Soap, Cleaners, and Toilet Goods"
"SIC_0D2841","0D2841","SIC 2841 Soap and other detergents"
"SIC_0D2842","0D2842","SIC 2842 Polishes and sanitation goods"
"SIC_0D2843","0D2843","SIC 2843 Surface active agents"
"SIC_0D2844","0D2844","SIC 2844 Toilet preparations"
"SIC_0D285","0D285","SIC 285 Paints and Allied Products"
"SIC_0D2851","0D2851","SIC 2851 Paints and allied products"
"SIC_0D286","0D286","SIC 286 Industrial Organic Chemicals"
"SIC_0D2861","0D2861","SIC 2861 Gum and wood chemicals"
"SIC_0D2865","0D2865","SIC 2865 Cyclic crudes and intermediates"
"SIC_0D2869","0D2869","SIC 2869 Industrial organic chemicals, nec"
"SIC_0D287","0D287","SIC 287 Agricultural Chemicals"
"SIC_0D2873","0D2873","SIC 2873 Nitrogenous fertilizers"
"SIC_0D2874","0D2874","SIC 2874 Phosphatic fertilizers"
"SIC_0D2875","0D2875","SIC 2875 Fertilizers, mixing only"
"SIC_0D2879","0D2879","SIC 2879 Agricultural chemicals, nec"
"SIC_0D289","0D289","SIC 289 Miscellaneous Chemical Products"
"SIC_0D2891","0D2891","SIC 2891 Adhesives and sealants"
"SIC_0D2892","0D2892","SIC 2892 Explosives"
"SIC_0D2893","0D2893","SIC 2893 Printing ink"
"SIC_0D2895","0D2895","SIC 2895 Carbon black"
"SIC_0D2899","0D2899","SIC 2899 Chemical preparations, nec"
"SIC_0D29","0D29","SIC 29 Petroleum and Coal Products"
"SIC_0D291","0D291","SIC 291 Petroleum Refining"
"SIC_0D2911","0D2911","SIC 2911 Petroleum refining"
"SIC_0D295","0D295","SIC 295 Asphalt Paving and Roofing Materials"
"SIC_0D2951","0D2951","SIC 2951 Asphalt paving mixtures and blocks"
"SIC_0D2952","0D2952","SIC 2952 Asphalt felts and coatings"
"SIC_0D299","0D299","SIC 299 Misc. Petroleum and Coal Products"
"SIC_0D2992","0D2992","SIC 2992 Lubricating oils and greases"
"SIC_0D2999","0D2999","SIC 2999 Petroleum and coal products, nec"
"SIC_0D30","0D30","SIC 30 Rubber and Misc. Plastics Products"
"SIC_0D301","0D301","SIC 301 Tires and Inner Tubes"
"SIC_0D3011","0D3011","SIC 3011 Tires and inner tubes"
"SIC_0D302","0D302","SIC 302 Rubber and Plastics Footwear"
"SIC_0D3021","0D3021","SIC 3021 Rubber and plastics footwear"
"SIC_0D303","0D303","1972 SIC 303 Reclaimed Rubber"
"SIC_0D3031","0D3031","1972 SIC 3031 Reclaimed Rubber"
"SIC_0D304","0D304","1972 SIC 304 Rubber and Plastics Hose and Belting"
"SIC_0D3041","0D3041","1972 SIC 3041 Rubber and Plastics Hose and Belting"
"SIC_0D305","0D305","SIC 305 Hose & Belting & Gaskets & Packing"
"SIC_0D3052","0D3052","SIC 3052 Rubber & plastics hose & belting"
"SIC_0D3053","0D3053","SIC 3053 Gaskets, packing and sealing devices"
"SIC_0D306","0D306","SIC 306 Fabricated Rubber Products, NEC"
"SIC_0D3061","0D3061","SIC 3061 Mechanical rubber goods"
"SIC_0D3069","0D3069","SIC 3069 Fabricated rubber products, nec"
"SIC_0D307","0D307","1972 SIC 307 Miscellaneous Plastics Products"
"SIC_0D3079","0D3079","1972 SIC 3079 Miscellaneous Plastics Products"
"SIC_0D308","0D308","SIC 308 Miscellaneous Plastics Products, NEC"
"SIC_0D3081","0D3081","SIC 3081 Unsupported plastics film & sheet"
"SIC_0D3082","0D3082","SIC 3082 Unsupported plastics profile shapes"
"SIC_0D3083","0D3083","SIC 3083 Laminated plastics plate & sheet"
"SIC_0D3084","0D3084","SIC 3084 Plastics pipe"
"SIC_0D3085","0D3085","SIC 3085 Plastics bottles"
"SIC_0D3086","0D3086","SIC 3086 Plastics foam products"
"SIC_0D3087","0D3087","SIC 3087 Custom compound purchased resins"
"SIC_0D3088","0D3088","SIC 3088 Plastics plumbing fixtures"
"SIC_0D3089","0D3089","SIC 3089 Plastics products, nec"
"SIC_0D31","0D31","SIC 31 Leather and Leather Products"
"SIC_0D311","0D311","SIC 311 Leather Tanning and Finishing"
"SIC_0D3111","0D3111","SIC 3111 Leather tanning and finishing"
"SIC_0D313","0D313","SIC 313 Footwear Cut Stock"
"SIC_0D3131","0D3131","SIC 3131 Footwear cut stock"
"SIC_0D314","0D314","SIC 314 Footwear, Except Rubber"
"SIC_0D3142","0D3142","SIC 3142 House slippers"
"SIC_0D3143","0D3143","SIC 3143 Men''s footwear, except athletic"
"SIC_0D3144","0D3144","SIC 3144 Women''s footwear, except athletic"
"SIC_0D3149","0D3149","SIC 3149 Footwear, except rubber, nec"
"SIC_0D315","0D315","SIC 315 Leather Gloves and Mittens"
"SIC_0D3151","0D3151","SIC 3151 Leather gloves and mittens"
"SIC_0D316","0D316","SIC 316 Luggage"
"SIC_0D3161","0D3161","SIC 3161 Luggage"
"SIC_0D317","0D317","SIC 317 Handbags and Personal Leather Goods"
"SIC_0D3171","0D3171","SIC 3171 Women''s handbags and purses"
"SIC_0D3172","0D3172","SIC 3172 Personal leather goods, nec"
"SIC_0D319","0D319","SIC 319 Leather Goods, NEC"
"SIC_0D3199","0D3199","SIC 3199 Leather goods, nec"
"SIC_0D32","0D32","SIC 32 Stone, Clay, and Glass Products"
"SIC_0D321","0D321","SIC 321 Flat Glass"
"SIC_0D3211","0D3211","SIC 3211 Flat glass"
"SIC_0D322","0D322","SIC 322 Glass and Glassware, Pressed or Blown"
"SIC_0D3221","0D3221","SIC 3221 Glass containers"
"SIC_0D3229","0D3229","SIC 3229 Pressed and blown glass, nec"
"SIC_0D323","0D323","SIC 323 Products of Purchased Glass"
"SIC_0D3231","0D3231","SIC 3231 Products of purchased glass"
"SIC_0D324","0D324","SIC 324 Cement, Hydraulic"
"SIC_0D3241","0D3241","SIC 3241 Cement, hydraulic"
"SIC_0D325","0D325","SIC 325 Structural Clay Products"
"SIC_0D3251","0D3251","SIC 3251 Brick and structural clay tile"
"SIC_0D3253","0D3253","SIC 3253 Ceramic wall and floor tile"
"SIC_0D3255","0D3255","SIC 3255 Clay refractories"
"SIC_0D3259","0D3259","SIC 3259 Structural clay products, nec"
"SIC_0D326","0D326","SIC 326 Pottery and Related Products"
"SIC_0D3261","0D3261","SIC 3261 Vitreous plumbing fixtures"
"SIC_0D3262","0D3262","SIC 3262 Vitreous china table & kitchenware"
"SIC_0D3263","0D3263","SIC 3263 Semivitreous table & kitchenware"
"SIC_0D3264","0D3264","SIC 3264 Porcelain electrical supplies"
"SIC_0D3269","0D3269","SIC 3269 Pottery products, nec"
"SIC_0D327","0D327","SIC 327 Concrete, Gypsum, and Plaster Products"
"SIC_0D3271","0D3271","SIC 3271 Concrete block and brick"
"SIC_0D3272","0D3272","SIC 3272 Concrete products, nec"
"SIC_0D3273","0D3273","SIC 3273 Ready-mixed concrete"
"SIC_0D3274","0D3274","SIC 3274 Lime"
"SIC_0D3275","0D3275","SIC 3275 Gypsum products"
"SIC_0D328","0D328","SIC 328 Cut Stone and Stone Products"
"SIC_0D3281","0D3281","SIC 3281 Cut stone and stone products"
"SIC_0D329","0D329","SIC 329 Misc. Nonmetallic Mineral Products"
"SIC_0D3291","0D3291","SIC 3291 Abrasive products"
"SIC_0D3292","0D3292","SIC 3292 Asbestos products"
"SIC_0D3293","0D3293","1972 SIC 3293 Gaskets, Packing and Sealing Devices"
"SIC_0D3295","0D3295","SIC 3295 Minerals, ground or treated"
"SIC_0D3296","0D3296","SIC 3296 Mineral wool"
"SIC_0D3297","0D3297","SIC 3297 Nonclay refractories"
"SIC_0D3299","0D3299","SIC 3299 Nonmetallic mineral products, nec"
"SIC_0D33","0D33","SIC 33 Primary Metal Industries"
"SIC_0D331","0D331","SIC 331 Blast Furnace and Basic Steel Products"
"SIC_0D3312","0D3312","SIC 3312 Blast furnaces and steel mills"
"SIC_0D3313","0D3313","SIC 3313 Electrometallurgical products"
"SIC_0D3315","0D3315","SIC 3315 Steel wire and related products"
"SIC_0D3316","0D3316","SIC 3316 Cold finishing of steel shapes"
"SIC_0D3317","0D3317","SIC 3317 Steel pipe and tubes"
"SIC_0D332","0D332","SIC 332 Iron and Steel Foundries"
"SIC_0D3321","0D3321","SIC 3321 Gray and ductile iron foundries"
"SIC_0D3322","0D3322","SIC 3322 Malleable iron foundries"
"SIC_0D3324","0D3324","SIC 3324 Steel investment foundries"
"SIC_0D3325","0D3325","SIC 3325 Steel foundries, nec"
"SIC_0D333","0D333","SIC 333 Primary Nonferrous Metals"
"SIC_0D3331","0D3331","SIC 3331 Primary copper"
"SIC_0D3332","0D3332","1972 SIC 3332 Primary Lead"
"SIC_0D3333","0D3333","1972 SIC 3333 Primary Zinc"
"SIC_0D3334","0D3334","SIC 3334 Primary aluminum"
"SIC_0D3339","0D3339","SIC 3339 Primary nonferrous metals, nec"
"SIC_0D334","0D334","SIC 334 Secondary Nonferrous Metals"
"SIC_0D3341","0D3341","SIC 3341 Secondary nonferrous metals"
"SIC_0D335","0D335","SIC 335 Nonferrous Rolling and Drawing"
"SIC_0D3351","0D3351","SIC 3351 Copper rolling and drawing"
"SIC_0D3353","0D3353","SIC 3353 Aluminum sheet, plate, and foil"
"SIC_0D3354","0D3354","SIC 3354 Aluminum extruded products"
"SIC_0D3355","0D3355","SIC 3355 Aluminum rolling and drawing, nec"
"SIC_0D3356","0D3356","SIC 3356 Nonferrous rolling and drawing, nec"
"SIC_0D3357","0D3357","SIC 3357 Nonferrous wiredrawing & insulating"
"SIC_0D336","0D336","SIC 336 Nonferrous Foundries (Castings)"
"SIC_0D3361","0D3361","1972 SIC 3361 Aluminum Foundries"
"SIC_0D3362","0D3362","1972 SIC 3362 Brass, Bronze, and Copper Foundries"
"SIC_0D3363","0D3363","SIC 3363 Aluminum die-castings"
"SIC_0D3364","0D3364","SIC 3364 Nonferrous die-casting exc. aluminum"
"SIC_0D3365","0D3365","SIC 3365 Aluminum foundries"
"SIC_0D3366","0D3366","SIC 3366 Copper foundries"
"SIC_0D3369","0D3369","SIC 3369 Nonferrous foundries, nec"
"SIC_0D339","0D339","SIC 339 Miscellaneous Primary Metal Products"
"SIC_0D3398","0D3398","SIC 3398 Metal heat treating"
"SIC_0D3399","0D3399","SIC 3399 Primary metal products, nec"
"SIC_0D34","0D34","SIC 34 Fabricated Metal Products"
"SIC_0D341","0D341","SIC 341 Metal Cans and Shipping Containers"
"SIC_0D3411","0D3411","SIC 3411 Metal cans"
"SIC_0D3412","0D3412","SIC 3412 Metal barrels, drums, and pails"
"SIC_0D342","0D342","SIC 342 Cutlery, Handtools, and Hardware"
"SIC_0D3421","0D3421","SIC 3421 Cutlery"
"SIC_0D3423","0D3423","SIC 3423 Hand and edge tools, nec"
"SIC_0D3425","0D3425","SIC 3425 Saw blades and handsaws"
"SIC_0D3429","0D3429","SIC 3429 Hardware, nec"
"SIC_0D343","0D343","SIC 343 Plumbing and Heating, Except Electric"
"SIC_0D3431","0D3431","SIC 3431 Metal sanitary ware"
"SIC_0D3432","0D3432","SIC 3432 Plumbing fixture fittings and trim"
"SIC_0D3433","0D3433","SIC 3433 Heating equipment, except electric"
"SIC_0D344","0D344","SIC 344 Fabricated Structural Metal Products"
"SIC_0D3441","0D3441","SIC 3441 Fabricated structural metal"
"SIC_0D3442","0D3442","SIC 3442 Metal doors, sash, and trim"
"SIC_0D3443","0D3443","SIC 3443 Fabricated plate work (boiler shops)"
"SIC_0D3444","0D3444","SIC 3444 Sheet metalwork"
"SIC_0D3446","0D3446","SIC 3446 Architectural metal work"
"SIC_0D3448","0D3448","SIC 3448 Prefabricated metal buildings"
"SIC_0D3449","0D3449","SIC 3449 Miscellaneous metal work"
"SIC_0D345","0D345","SIC 345 Screw Machine Products, Bolts, Etc."
"SIC_0D3451","0D3451","SIC 3451 Screw machine products"
"SIC_0D3452","0D3452","SIC 3452 Bolts, nuts, rivets, and washers"
"SIC_0D346","0D346","SIC 346 Metal Forgings and Stampings"
"SIC_0D3462","0D3462","SIC 3462 Iron and steel forgings"
"SIC_0D3463","0D3463","SIC 3463 Nonferrous forgings"
"SIC_0D3465","0D3465","SIC 3465 Automotive stampings"
"SIC_0D3466","0D3466","SIC 3466 Crowns and closures"
"SIC_0D3469","0D3469","SIC 3469 Metal stampings, nec"
"SIC_0D347","0D347","SIC 347 Metal Services, NEC"
"SIC_0D3471","0D3471","SIC 3471 Plating and polishing"
"SIC_0D3479","0D3479","SIC 3479 Metal coating and allied services"
"SIC_0D348","0D348","SIC 348 Ordnance and Accessories, NEC"
"SIC_0D3482","0D3482","SIC 3482 Small arms ammunition"
"SIC_0D3483","0D3483","SIC 3483 Ammunition, exc. for small arms, nec"
"SIC_0D3484","0D3484","SIC 3484 Small arms"
"SIC_0D3489","0D3489","SIC 3489 Ordnance and accessories, nec"
"SIC_0D349","0D349","SIC 349 Misc. Fabricated Metal Products"
"SIC_0D3491","0D3491","SIC 3491 Industrial valves"
"SIC_0D3492","0D3492","SIC 3492 Fluid power valves & hose fittings"
"SIC_0D3493","0D3493","SIC 3493 Steel springs, except wire"
"SIC_0D3494","0D3494","SIC 3494 Valves and pipe fittings, nec"
"SIC_0D3495","0D3495","SIC 3495 Wire springs"
"SIC_0D3496","0D3496","SIC 3496 Misc. fabricated wire products"
"SIC_0D3497","0D3497","SIC 3497 Metal foil and leaf"
"SIC_0D3498","0D3498","SIC 3498 Fabricated pipe and fittings"
"SIC_0D3499","0D3499","SIC 3499 Fabricated metal products, nec"
"SIC_0D35","0D35","SIC 35 Industrial Machinery and Equipment"
"SIC_0D351","0D351","SIC 351 Engines and Turbines"
"SIC_0D3511","0D3511","SIC 3511 Turbines and turbine generator sets"
"SIC_0D3519","0D3519","SIC 3519 Internal combustion engines, nec"
"SIC_0D352","0D352","SIC 352 Farm and Garden Machinery"
"SIC_0D3523","0D3523","SIC 3523 Farm machinery and equipment"
"SIC_0D3524","0D3524","SIC 3524 Lawn and garden equipment"
"SIC_0D353","0D353","SIC 353 Construction and Related Machinery"
"SIC_0D3531","0D3531","SIC 3531 Construction machinery"
"SIC_0D3532","0D3532","SIC 3532 Mining machinery"
"SIC_0D3533","0D3533","SIC 3533 Oil and gas field machinery"
"SIC_0D3534","0D3534","SIC 3534 Elevators and moving stairways"
"SIC_0D3535","0D3535","SIC 3535 Conveyors and conveying equipment"
"SIC_0D3536","0D3536","SIC 3536 Hoists, cranes, and monorails"
"SIC_0D3537","0D3537","SIC 3537 Industrial trucks and tractors"
"SIC_0D354","0D354","SIC 354 Metalworking Machinery"
"SIC_0D3541","0D3541","SIC 3541 Machine tools, metal cutting types"
"SIC_0D3542","0D3542","SIC 3542 Machine tools, metal forming types"
"SIC_0D3543","0D3543","SIC 3543 Industrial patterns"
"SIC_0D3544","0D3544","SIC 3544 Special dies, tools, jigs & fixtures"
"SIC_0D3545","0D3545","SIC 3545 Machine tool accessories"
"SIC_0D3546","0D3546","SIC 3546 Power-driven handtools"
"SIC_0D3547","0D3547","SIC 3547 Rolling mill machinery"
"SIC_0D3548","0D3548","SIC 3548 Welding apparatus"
"SIC_0D3549","0D3549","SIC 3549 Metalworking machinery, nec"
"SIC_0D355","0D355","SIC 355 Special Industry Machinery"
"SIC_0D3551","0D3551","1972 SIC 3551 Food Products Machinery"
"SIC_0D3552","0D3552","SIC 3552 Textile machinery"
"SIC_0D3553","0D3553","SIC 3553 Woodworking machinery"
"SIC_0D3554","0D3554","SIC 3554 Paper industries machinery"
"SIC_0D3555","0D3555","SIC 3555 Printing trades machinery"
"SIC_0D3556","0D3556","SIC 3556 Food products machinery"
"SIC_0D3559","0D3559","SIC 3559 Special industry machinery, nec"
"SIC_0D356","0D356","SIC 356 General Industrial Machinery"
"SIC_0D3561","0D3561","SIC 3561 Pumps and pumping equipment"
"SIC_0D3562","0D3562","SIC 3562 Ball and roller bearings"
"SIC_0D3563","0D3563","SIC 3563 Air and gas compressors"
"SIC_0D3564","0D3564","SIC 3564 Blowers and fans"
"SIC_0D3565","0D3565","SIC 3565 Packaging machinery"
"SIC_0D3566","0D3566","SIC 3566 Speed changers, drives, and gears"
"SIC_0D3567","0D3567","SIC 3567 Industrial furnaces and ovens"
"SIC_0D3568","0D3568","SIC 3568 Power transmission equipment, nec"
"SIC_0D3569","0D3569","SIC 3569 General industrial machinery, nec"
"SIC_0D357","0D357","SIC 357 Computer and Office Equipment"
"SIC_0D3571","0D3571","SIC 3571 Electronic computers"
"SIC_0D3572","0D3572","SIC 3572 Computer storage devices"
"SIC_0D3573","0D3573","1972 SIC 3573 Electronic Computing Equipment"
"SIC_0D3574","0D3574","1972 SIC 3574 Calculating and Accounting Machines"
"SIC_0D3575","0D3575","SIC 3575 Computer terminals"
"SIC_0D3576","0D3576","1972 SIC 3576 Scales and Balances, Exc. Laboratory"
"SIC_0D3577","0D3577","SIC 3577 Computer peripheral equipment, nec"
"SIC_0D3578","0D3578","SIC 3578 Calculating and accounting equipment"
"SIC_0D3579","0D3579","SIC 3579 Office machines, nec"
"SIC_0D358","0D358","SIC 358 Refrigeration and Service Machinery"
"SIC_0D3581","0D3581","SIC 3581 Automatic vending machines"
"SIC_0D3582","0D3582","SIC 3582 Commercial laundry equipment"
"SIC_0D3585","0D3585","SIC 3585 Refrigeration and heating equipment"
"SIC_0D3586","0D3586","SIC 3586 Measuring and dispensing pumps"
"SIC_0D3589","0D3589","SIC 3589 Service industry machinery, nec"
"SIC_0D359","0D359","SIC 359 Industrial Machinery, NEC"
"SIC_0D3592","0D3592","SIC 3592 Carburetors, pistons, rings, valves"
"SIC_0D3593","0D3593","SIC 3593 Fluid power cylinders & actuators"
"SIC_0D3594","0D3594","SIC 3594 Fluid power pumps and motors"
"SIC_0D3596","0D3596","SIC 3596 Scales and balances, exc. laboratory"
"SIC_0D3599","0D3599","SIC 3599 Industrial machinery, nec"
"SIC_0D36","0D36","SIC 36 Electronic & Other Electric Equipment"
"SIC_0D361","0D361","SIC 361 Electric Distribution Equipment"
"SIC_0D3612","0D3612","SIC 3612 Transformers, except electronic"
"SIC_0D3613","0D3613","SIC 3613 Switchgear and switchboard apparatus"
"SIC_0D362","0D362","SIC 362 Electrical Industrial Apparatus"
"SIC_0D3621","0D3621","SIC 3621 Motors and generators"
"SIC_0D3622","0D3622","1972 SIC 3622 Industrial Controls"
"SIC_0D3623","0D3623","1972 SIC 3623 Welding Apparatus, Electric"
"SIC_0D3624","0D3624","SIC 3624 Carbon and graphite products"
"SIC_0D3625","0D3625","SIC 3625 Relays and industrial controls"
"SIC_0D3629","0D3629","SIC 3629 Electrical industrial apparatus, nec"
"SIC_0D363","0D363","SIC 363 Household Appliances"
"SIC_0D3631","0D3631","SIC 3631 Household cooking equipment"
"SIC_0D3632","0D3632","SIC 3632 Household refrigerators and freezers"
"SIC_0D3633","0D3633","SIC 3633 Household laundry equipment"
"SIC_0D3634","0D3634","SIC 3634 Electric housewares and fans"
"SIC_0D3635","0D3635","SIC 3635 Household vacuum cleaners"
"SIC_0D3636","0D3636","1972 SIC 3636 Sewing Machines"
"SIC_0D3639","0D3639","SIC 3639 Household appliances, nec"
"SIC_0D364","0D364","SIC 364 Electric Lighting and Wiring Equipment"
"SIC_0D3641","0D3641","SIC 3641 Electric lamps"
"SIC_0D3643","0D3643","SIC 3643 Current-carrying wiring devices"
"SIC_0D3644","0D3644","SIC 3644 Noncurrent-carrying wiring devices"
"SIC_0D3645","0D3645","SIC 3645 Residential lighting fixtures"
"SIC_0D3646","0D3646","SIC 3646 Commercial lighting fixtures"
"SIC_0D3647","0D3647","SIC 3647 Vehicular lighting equipment"
"SIC_0D3648","0D3648","SIC 3648 Lighting equipment, nec"
"SIC_0D365","0D365","SIC 365 Household Audio and Video Equipment"
"SIC_0D3651","0D3651","SIC 3651 Household audio and video equipment"
"SIC_0D3652","0D3652","SIC 3652 Prerecorded records and tapes"
"SIC_0D366","0D366","SIC 366 Communications Equipment"
"SIC_0D3661","0D3661","SIC 3661 Telephone and telegraph apparatus"
"SIC_0D3662","0D3662","1972 SIC 3662 Radio and Tv Communication Equipment"
"SIC_0D3663","0D3663","SIC 3663 Radio & TV communications equipment"
"SIC_0D3669","0D3669","SIC 3669 Communications equipment, nec"
"SIC_0D367","0D367","SIC 367 Electronic Components and Accessories"
"SIC_0D3671","0D3671","SIC 3671 Electron tubes"
"SIC_0D3672","0D3672","SIC 3672 Printed circuit boards"
"SIC_0D3673","0D3673","1972 SIC 3673 Electron Tubes, Transmitting"
"SIC_0D3674","0D3674","SIC 3674 Semiconductors and related devices"
"SIC_0D3675","0D3675","SIC 3675 Electronic capacitors"
"SIC_0D3676","0D3676","SIC 3676 Electronic resistors"
"SIC_0D3677","0D3677","SIC 3677 Electronic coils and transformers"
"SIC_0D3678","0D3678","SIC 3678 Electronic connectors"
"SIC_0D3679","0D3679","SIC 3679 Electronic components, nec"
"SIC_0D369","0D369","SIC 369 Misc. Electrical Equipment & Supplies"
"SIC_0D3691","0D3691","SIC 3691 Storage batteries"
"SIC_0D3692","0D3692","SIC 3692 Primary batteries, dry and wet"
"SIC_0D3693","0D3693","1972 SIC 3693 X-Ray Apparatus and Tubes"
"SIC_0D3694","0D3694","SIC 3694 Engine electrical equipment"
"SIC_0D3695","0D3695","SIC 3695 Magnetic and optical recording media"
"SIC_0D3699","0D3699","SIC 3699 Electrical equipment & supplies, nec"
"SIC_0D37","0D37","SIC 37 Transportation Equipment"
"SIC_0D371","0D371","SIC 371 Motor Vehicles and Equipment"
"SIC_0D3711","0D3711","SIC 3711 Motor vehicles and car bodies"
"SIC_0D3713","0D3713","SIC 3713 Truck and bus bodies"
"SIC_0D3714","0D3714","SIC 3714 Motor vehicle parts and accessories"
"SIC_0D3715","0D3715","SIC 3715 Truck trailers"
"SIC_0D3716","0D3716","SIC 3716 Motor homes"
"SIC_0D372","0D372","SIC 372 Aircraft and Parts"
